,id,gender,has_car_and_property,income_type,education_type,family_status,housing_type,occupation_type,amount_income_total
59892,5028563,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
59966,6153045,Male,True,Working,Higher education,Married,House / apartment,Sales staff,315000.0
60080,6801135,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,135000.0
60145,6152568,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0
60177,5938458,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,247500.0
60577,6520571,Female,True,Working,Higher education,Married,House / apartment,Sales staff,225000.0
60627,6601235,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,225000.0
60694,6611685,Male,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
60804,6498285,Female,True,State servant,Higher education,Single / not married,House / apartment,Core staff,247500.0
60829,6636399,Female,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,135000.0
60883,6357418,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,108000.0
60901,5807571,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,202500.0
61231,6742146,Female,True,State servant,Higher education,Married,House / apartment,Core staff,157500.0
61297,5888816,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
61361,6158864,Female,True,Working,Higher education,Married,With parents,Core staff,270000.0
61460,6591145,Female,True,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,135000.0
61823,5978984,Female,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
61985,6801138,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,135000.0
62213,7586479,Female,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,202500.0
62231,5791959,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,292500.0
62251,6423960,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,837000.0
62429,6842582,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,202500.0
62485,6100545,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,Security staff,360000.0
62574,5971253,Female,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Private service staff,270000.0
62579,5866913,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,292500.0
62636,6727985,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
62805,6498337,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,225000.0
62835,5776470,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
62974,6520259,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,166500.0
63160,6457007,Female,True,State servant,Higher education,Married,House / apartment,Core staff,157500.0
63318,6498340,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,225000.0
63381,6115561,Female,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,157500.0
63467,6046377,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,225000.0
63622,6089556,Female,True,Working,Higher education,Single / not married,House / apartment,High skill tech staff,121500.0
63753,5236028,Male,True,Working,Higher education,Single / not married,House / apartment,High skill tech staff,256500.0
63822,6152565,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0
63828,5760606,Female,True,Working,Higher education,Married,House / apartment,Sales staff,630000.0
63871,6686001,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,202500.0
64037,6372698,Male,True,Commercial associate,Incomplete higher,Single / not married,House / apartment,High skill tech staff,247500.0
64362,6604645,Male,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,1350000.0
64463,6233766,Female,True,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,Sales staff,157500.0
64623,5113412,Male,True,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,450000.0
64653,6737247,Male,True,Working,Higher education,Married,House / apartment,Core staff,184500.0
64720,6152052,Male,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
64762,5625861,Male,True,Commercial associate,Higher education,Separated,House / apartment,Core staff,243000.0
65159,5028378,Male,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
65316,6742904,Male,True,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,180000.0
65413,5542497,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,211500.0
65453,5841072,Female,True,Working,Higher education,Married,House / apartment,Core staff,292500.0
65602,5993173,Female,True,Working,Higher education,Separated,House / apartment,Core staff,225000.0
65626,6242325,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,540000.0
65870,6098733,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,180000.0
65958,6297580,Male,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
66027,5970842,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,112500.0
66125,6723153,Male,True,Working,Higher education,Married,Rented apartment,High skill tech staff,135000.0
66199,6052436,Female,True,Working,Higher education,Married,House / apartment,High skill tech staff,112500.0
66405,5759639,Female,True,Working,Higher education,Married,House / apartment,Core staff,72000.0
66566,5877015,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
66645,5010862,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,450000.0
66780,5853846,Male,True,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,256500.0
66914,5808200,Male,True,Commercial associate,Incomplete higher,Single / not married,House / apartment,Sales staff,148500.0
66933,5938456,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,247500.0
67067,6689239,Female,True,State servant,Higher education,Separated,House / apartment,Medicine staff,360000.0
67337,5627748,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,405000.0
67595,6098820,Female,True,Working,Secondary / secondary special,Civil marriage,With parents,Cleaning staff,90000.0
67959,5465471,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,180000.0
68101,6602356,Female,True,Working,Higher education,Married,House / apartment,Sales staff,270000.0
68159,5066486,Female,True,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,166500.0
68199,5549107,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,315000.0
68356,5021291,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,180000.0
68427,5797383,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,315000.0
68471,5829903,Male,True,State servant,Higher education,Single / not married,House / apartment,High skill tech staff,292500.0
68816,6372882,Male,True,Commercial associate,Higher education,Civil marriage,House / apartment,High skill tech staff,315000.0
68863,6140237,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,202500.0
68884,6480095,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,292500.0
68903,5971420,Female,True,State servant,Higher education,Separated,House / apartment,Core staff,243000.0
68990,5707235,Female,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,135000.0
69256,6737032,Male,True,Working,Secondary / secondary special,Married,With parents,Cooking staff,157500.0
69259,5189647,Male,True,Working,Higher education,Single / not married,House / apartment,Sales staff,112500.0
69411,5797390,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,315000.0
69449,5343786,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,157500.0
69563,5549110,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,315000.0
69615,6204797,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,247500.0
69629,5236097,Female,True,State servant,Higher education,Married,House / apartment,Cooking staff,180000.0
69691,5559216,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
69792,5062593,Male,True,State servant,Higher education,Married,House / apartment,Core staff,135000.0
69821,5336419,Male,True,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,202500.0
70046,6291563,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,117000.0
70053,5169487,Female,True,State servant,Higher education,Married,House / apartment,Core staff,135000.0
70066,6723671,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,450000.0
70085,5891339,Female,True,Commercial associate,Higher education,Separated,House / apartment,Cleaning staff,315000.0
70097,5464939,Male,True,Working,Higher education,Married,House / apartment,Sales staff,337500.0
70100,5178342,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
70162,6590776,Female,True,Working,Incomplete higher,Married,With parents,High skill tech staff,180000.0
70414,6686010,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,202500.0
70466,7115561,Female,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,157500.0
70514,5883443,Female,True,Working,Secondary / secondary special,Civil marriage,Rented apartment,Medicine staff,112500.0
70537,6519707,Male,True,Working,Secondary / secondary special,Married,Rented apartment,Core staff,292500.0
70552,6249104,Female,True,Working,Higher education,Married,House / apartment,High skill tech staff,270000.0
70568,6126326,Female,True,State servant,Secondary / secondary special,Widow,House / apartment,Cooking staff,166500.0
70577,6736610,Female,True,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,225000.0
70608,5499473,Female,True,Working,Higher education,Married,House / apartment,Sales staff,270000.0
70841,6115727,Male,True,Working,Incomplete higher,Single / not married,House / apartment,Sales staff,225000.0
70918,6053664,Female,True,Working,Secondary / secondary special,Married,Rented apartment,Sales staff,171000.0
71105,5384698,Female,True,State servant,Higher education,Married,House / apartment,Core staff,202500.0
71201,6141049,Female,True,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,103500.0
71251,7586793,Male,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,405000.0
71280,6394586,Male,True,Working,Higher education,Single / not married,House / apartment,Core staff,252000.0
71324,5832722,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,247500.0
71359,6078237,Female,True,Commercial associate,Incomplete higher,Separated,House / apartment,Sales staff,225000.0
71397,5996635,Male,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,292500.0
71706,7605122,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,292500.0
71877,6398256,Female,True,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,135000.0
71900,5917999,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
72229,5738588,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
72458,6277509,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
72612,6234861,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,301500.0
72701,5829922,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,256500.0
72786,6078236,Female,True,Commercial associate,Incomplete higher,Separated,House / apartment,Sales staff,225000.0
72808,5833241,Female,True,Working,Higher education,Married,Office apartment,Core staff,207000.0
72968,6798780,Male,True,Working,Secondary / secondary special,Married,Municipal apartment,Security staff,180000.0
73185,6132458,Female,True,State servant,Higher education,Married,Rented apartment,Core staff,315000.0
73293,5936326,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,40500.0
73435,6115725,Male,True,Working,Incomplete higher,Single / not married,House / apartment,Sales staff,225000.0
73564,5235622,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,202500.0
73565,5315155,Female,True,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,135000.0
73567,6233186,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
73610,5169486,Female,True,State servant,Higher education,Married,House / apartment,Core staff,135000.0
73626,5548889,Male,True,Commercial associate,Higher education,Married,Rented apartment,Sales staff,202500.0
73661,5944328,Female,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
73723,5344114,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,112500.0
73835,6394588,Male,True,Working,Higher education,Single / not married,House / apartment,Core staff,252000.0
73841,5906008,Female,True,Working,Secondary / secondary special,Civil marriage,Co-op apartment,Sales staff,112500.0
73943,5795783,Female,True,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,360000.0
74474,5224250,Male,True,Commercial associate,Higher education,Civil marriage,With parents,Core staff,180000.0
74492,6296870,Male,True,Working,Higher education,Married,House / apartment,Core staff,135000.0
74672,6801149,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,135000.0
74683,5796120,Male,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,225000.0
74830,6317857,Female,True,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,243000.0
74868,6132460,Female,True,State servant,Higher education,Married,Rented apartment,Core staff,315000.0
75005,6317833,Female,True,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,243000.0
75129,6472597,Female,True,State servant,Higher education,Married,House / apartment,Core staff,360000.0
75179,5796834,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
75499,6697772,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
75628,6100538,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,Security staff,360000.0
75723,7079796,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,292500.0
75831,5416531,Male,True,State servant,Higher education,Married,House / apartment,Core staff,585000.0
75877,5731058,Female,True,Working,Higher education,Married,House / apartment,Core staff,315000.0
75901,5957804,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
76297,6730183,Female,True,Working,Secondary / secondary special,Married,House / apartment,Private service staff,81000.0
76587,6158865,Female,True,Working,Higher education,Married,With parents,Core staff,270000.0
76714,5976545,Male,True,Working,Higher education,Single / not married,House / apartment,Core staff,225000.0
76726,5416525,Male,True,State servant,Higher education,Married,House / apartment,Core staff,585000.0
76795,6486144,Male,True,Working,Higher education,Single / not married,House / apartment,Medicine staff,270000.0
76899,6519200,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
76920,6318705,Female,True,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,180000.0
76929,6785870,Female,True,Working,Higher education,Separated,House / apartment,Core staff,112500.0
76982,6079801,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,292500.0
77152,5113416,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,90000.0
77197,6263705,Female,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,450000.0
77364,6837524,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,450000.0
77522,5857410,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,135000.0
77526,5062537,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Medicine staff,135000.0
77828,5236031,Male,True,Working,Higher education,Single / not married,House / apartment,High skill tech staff,256500.0
77930,5453524,Male,True,Commercial associate,Higher education,Married,House / apartment,Core staff,157500.0
77987,6292307,Female,True,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,202500.0
78072,5727445,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
78244,5125880,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,180000.0
78836,6261453,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,382500.0
78847,5929100,Female,True,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,315000.0
79012,7498288,Female,True,State servant,Higher education,Single / not married,House / apartment,Core staff,247500.0
79121,6242314,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,540000.0
79231,5928688,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,292500.0
79325,6248378,Female,True,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
79346,5170372,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,270000.0
79476,5743401,Male,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
79656,6078366,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,247500.0
79714,7939676,Male,True,Working,Higher education,Married,House / apartment,Core staff,427500.0
79794,6520482,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,207000.0
79839,6297582,Male,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
79964,6586790,Male,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,405000.0
79965,6394994,Male,True,Working,Higher education,Single / not married,House / apartment,Core staff,112500.0
79989,5971764,Female,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,360000.0
80525,5951611,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
80605,5384700,Female,True,State servant,Higher education,Married,House / apartment,Core staff,202500.0
80664,6471623,Male,True,State servant,Higher education,Married,House / apartment,Core staff,157500.0
80839,5760615,Female,True,Working,Higher education,Married,House / apartment,Sales staff,630000.0
80872,6591950,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
80932,5193900,Female,True,Working,Higher education,Married,House / apartment,Sales staff,67500.0
81120,5934543,Male,True,State servant,Higher education,Married,House / apartment,Security staff,180000.0
81424,6153722,Female,True,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,High skill tech staff,270000.0
81723,6162750,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,112500.0
81765,5235617,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,202500.0
81775,5772052,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,225000.0
81805,5678702,Male,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,270000.0
81919,5536646,Female,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,292500.0
81924,6618649,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,117000.0
81990,5169491,Female,True,State servant,Higher education,Married,House / apartment,Core staff,135000.0
81999,6272721,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,157500.0
82229,5580168,Female,True,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,135000.0
82815,6484825,Male,True,Working,Higher education,Married,House / apartment,Sales staff,315000.0
82817,5236135,Female,True,Working,Higher education,Single / not married,House / apartment,Sales staff,112500.0
82846,5343409,Female,True,Working,Higher education,Married,House / apartment,Core staff,202500.0
82872,6586900,Female,True,Working,Higher education,Married,House / apartment,IT staff,279000.0
82898,6367653,Female,True,Working,Higher education,Married,House / apartment,Core staff,202500.0
82916,5713746,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,270000.0
82943,5738815,Female,True,Working,Secondary / secondary special,Separated,House / apartment,Medicine staff,76500.0
83011,5832723,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,247500.0
83098,6424930,Female,True,Working,Incomplete higher,Married,House / apartment,Core staff,162000.0
83148,6741688,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
83175,5499769,Female,True,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,225000.0
83332,6318706,Female,True,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,180000.0
83381,6078240,Female,True,Commercial associate,Incomplete higher,Separated,House / apartment,Sales staff,225000.0
83622,6779551,Male,True,State servant,Secondary / secondary special,Married,House / apartment,Security staff,94500.0
83646,6317846,Female,True,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,243000.0
83668,6089304,Female,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,225000.0
83920,6046989,Female,True,Working,Higher education,Married,House / apartment,Medicine staff,144000.0
83987,6223291,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,225000.0
84018,5861069,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,540000.0
84108,5931990,Male,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
84557,6575993,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,94500.0
84616,6763817,Female,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,144000.0
84622,6068619,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,157500.0
84676,6423584,Male,True,Working,Higher education,Separated,With parents,High skill tech staff,189000.0
84704,6498569,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,189000.0
84769,5743395,Male,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
84852,5548355,Male,True,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,382500.0
84888,6630859,Female,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Private service staff,270000.0
84953,6498303,Female,True,Working,Higher education,Widow,House / apartment,High skill tech staff,180000.0
85025,6048366,Female,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,171000.0
85191,6053070,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,315000.0
85611,5861002,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
85695,6107599,Female,True,Working,Higher education,Separated,House / apartment,Sales staff,270000.0
85750,5731053,Female,True,Working,Higher education,Married,House / apartment,Core staff,315000.0
85770,5929928,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,418500.0
85908,6089554,Female,True,Working,Higher education,Single / not married,House / apartment,High skill tech staff,121500.0
85938,6472118,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,112500.0
86105,5785230,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,202500.0
86114,5029463,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,112500.0
86136,6472422,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
86144,6723146,Male,True,Working,Higher education,Married,Rented apartment,High skill tech staff,135000.0
86235,5542245,Female,True,Working,Secondary / secondary special,Separated,House / apartment,Medicine staff,76500.0
86250,6292203,Female,True,Commercial associate,Incomplete higher,Civil marriage,House / apartment,High skill tech staff,180000.0
86259,6686003,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,202500.0
86523,5066488,Female,True,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,166500.0
86542,6392265,Female,True,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,202500.0
86553,6212531,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,382500.0
86623,5317881,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,360000.0
86736,5029461,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,112500.0
86838,5536653,Female,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,292500.0
86875,5580280,Female,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,157500.0
86880,5542023,Female,True,Working,Secondary / secondary special,Married,House / apartment,Private service staff,225000.0
86905,6140615,Male,True,Working,Higher education,Married,House / apartment,IT staff,121500.0
87097,7723764,Female,True,Working,Higher education,Married,House / apartment,Medicine staff,157500.0
87461,7627752,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,405000.0
87527,5453525,Male,True,Commercial associate,Higher education,Married,House / apartment,Core staff,157500.0
87975,6153998,Male,True,Pensioner,Secondary / secondary special,Married,Municipal apartment,Core staff,270000.0
88239,7415880,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,256500.0
88266,5235675,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,405000.0
88450,6007096,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,202500.0
88550,5680162,Female,True,Working,Higher education,Married,House / apartment,Core staff,157500.0
88806,5866909,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,292500.0
88971,5028503,Male,True,Working,Higher education,Single / not married,House / apartment,Core staff,265500.0
89009,5857273,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,90000.0
89029,7683594,Female,True,Working,Higher education,Married,House / apartment,Sales staff,112500.0
89080,6008744,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,405000.0
89312,5996441,Female,True,State servant,Higher education,Married,House / apartment,Core staff,337500.0
89386,6519194,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
89615,6730184,Female,True,Working,Secondary / secondary special,Married,House / apartment,Private service staff,81000.0
89676,6520204,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,270000.0
90170,6053018,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,211500.0
90320,6423585,Male,True,Working,Higher education,Separated,With parents,High skill tech staff,189000.0
90573,6484824,Male,True,Working,Higher education,Married,House / apartment,Sales staff,315000.0
90613,5010564,Female,True,Working,Higher education,Married,House / apartment,Sales staff,121500.0
90931,6008708,Female,True,State servant,Higher education,Married,House / apartment,Core staff,193500.0
90994,6229130,Female,True,Working,Higher education,Civil marriage,House / apartment,Sales staff,135000.0
91064,6639703,Female,True,Working,Higher education,Civil marriage,House / apartment,Core staff,270000.0
91088,6661436,Male,True,State servant,Higher education,Married,House / apartment,Core staff,270000.0
91658,6737539,Female,True,State servant,Higher education,Married,House / apartment,Core staff,225000.0
91692,5317991,Female,True,Working,Higher education,Married,With parents,Core staff,135000.0
91834,6078362,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,247500.0
91927,7367453,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,337500.0
92128,6723673,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,450000.0
92134,5934536,Male,True,State servant,Higher education,Married,House / apartment,Security staff,180000.0
92313,5384706,Female,True,State servant,Higher education,Married,House / apartment,Core staff,202500.0
92440,6736636,Male,True,State servant,Higher education,Married,House / apartment,Core staff,180000.0
92517,5823882,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,225000.0
92529,5680888,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
92570,6209586,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
92602,5727682,Male,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,202500.0
92731,5996447,Female,True,State servant,Higher education,Married,House / apartment,Core staff,337500.0
92931,6390667,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,283500.0
93157,6292199,Female,True,Commercial associate,Incomplete higher,Civil marriage,House / apartment,High skill tech staff,180000.0
93239,6416177,Male,True,Working,Higher education,Married,House / apartment,Core staff,207000.0
93281,6591953,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
93400,6591941,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
93450,6248384,Female,True,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
93456,6591949,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
93543,5760604,Female,True,Working,Higher education,Married,House / apartment,Sales staff,630000.0
93579,6154000,Male,True,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Core staff,270000.0
93687,5796874,Female,True,Working,Higher education,Married,House / apartment,Core staff,247500.0
93927,5884595,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
94321,5029460,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,112500.0
94468,6133261,Female,True,Commercial associate,Secondary / secondary special,Married,With parents,Core staff,202500.0
94496,5772051,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,225000.0
94621,5978861,Male,True,Working,Higher education,Married,House / apartment,Sales staff,225000.0
94720,6394587,Male,True,Working,Higher education,Single / not married,House / apartment,Core staff,252000.0
94766,6106728,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
94783,5010517,Male,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
94924,6591852,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,202500.0
95259,5474417,Male,True,Working,Secondary / secondary special,Civil marriage,Rented apartment,Sales staff,225000.0
